Site_ID,Sector_ID,Cell_ID,Vendor,Antenna_model,Azimuth,Frequency,Polarization ,Tilt,Antenna_Height,Antenna_Power,Antenna_receiver_sensitivity_dbm,Antenna_horizontal_beamwidth,Antenna_vertical_beamwidth,Front_to_back_ratio_dB
MW2687,MW2687-4,29244,Kathrein,742266V011.pafx,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,#N/A,48,40W,,68 ± 1.1 & 60 ± 3.0,,> 26 & > 28
MW0160,MW0160-1,10561,Huawei,A19451811,60,1710 - 2200,Dual Polarization,0,52,40W,,60,6.2,30db
MW0160,MW0160-2,10562,Huawei,A19451811,180,1710 - 2200,Dual Polarization,4,52,40W,,60,6.2,30db
MW0160,MW0160-3,10563,Huawei,A19451811,330,1710 - 2200,Dual Polarization,0,52,40W,,60,6.2,30db
MW0160,MW0160-1,10565,Huawei,A19451811,60,1710 - 2200,Dual Polarization,0,52,40W,,60,6.2,30db
MW0160,MW0160-2,10566,Huawei,A19451811,180,1710 - 2200,Dual Polarization,4,52,40W,,60,6.2,30db
MW0160,MW0160-3,10567,Huawei,A19451811,330,1710 - 2200,Dual Polarization,0,52,40W,,60,6.2,30db
MW0160,MW0160-1,1604,Kathrein,739634,60,806Ð960MHz,Dual Polarization,0,52,40W,,65,9.5,>30db
MW0160,MW0160-2,1605,ERICSSON ,201115,180,,,4,52,40W,,,,
MW0160,MW0160-3,1606,Kathrein,739634,330,806Ð960MHz,Dual Polarization,0,52,40W,,65,9.5,>30db
MW0200,MW0200-1,9991,Agisson,A19451801,0,1710-2170MHz,Dual Polarization,2,29,40W,,62,6.2,>30db
MW0200,MW0200-2,9992,Agisson,A19451801,120,1710-2170MHz,Dual Polarization,2,29,40W,,62,6.2,>30db
MW0200,MW0200-3,9993,Agisson,A19451801,280,1710-2170MHz,Dual Polarization,2,29,40W,,62,6.2,>30db
MW0200,MW0200-1,9995,Agisson,A19451801,0,1710-2170MHz,Dual Polarization,2,29,40W,,62,6.2,>30db
MW0200,MW0200-2,9996,Agisson,A19451801,120,1710-2170MHz,Dual Polarization,2,29,40W,,62,6.2,>30db
MW0200,MW0200-3,9997,Agisson,A19451801,280,1710-2170MHz,Dual Polarization,2,29,40W,,62,6.2,>30db
MW0200,MW0200-1,2004,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,29,40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2,> 26 & > 28
MW0200,MW0200-2,2005,Kathrein,742266,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,29,40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2,> 26 & > 28
MW0200,MW0200-3,2006,Kathrein,742266,280,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,29,40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2,> 26 & > 28
MW0530,MW0530-1,10571,Huawei,A19451811,0,1710 - 2200,Dual Polarization,2,28,40W,,60,6.2,30db
MW0530,MW0530-2,10572,Huawei,A19451811,130,1710 - 2200,Dual Polarization,2,28,40W,,60,6.2,30db
MW0530,MW0530-3,10573,Huawei,A19451811,250,1710 - 2200,Dual Polarization,2,28,40W,,60,6.2,30db
MW0530,MW0530-1,10575,Huawei,A19451811,0,1710 - 2200,Dual Polarization,2,28,40W,,60,6.2,30db
MW0530,MW0530-2,10576,Huawei,A19451811,130,1710 - 2200,Dual Polarization,2,28,40W,,60,6.2,30db
MW0530,MW0530-3,10577,Huawei,A19451811,250,1710 - 2200,Dual Polarization,2,28,40W,,60,6.2,30db
MW0530,MW0530-1,5304,Andrew,DBXLH-6565C-VTM,0,824Ð960MHz&1710Ð2180,Dual Polarization,2,28,40W,,67.2&61.9,7.4&4.6,>27db
MW0530,MW0530-2,5305,Andrew,DBXLH-6565C-VTM,130,824Ð960MHz&1710Ð2180,Dual Polarization,2,28,40W,,67.2&61.9,7.4&4.6,>27db
MW0530,MW0530-3,5306,Andrew,DBXLH-6565C-VTM,250,824Ð960MHz&1710Ð2180,Dual Polarization,2,28,40W,,67.2&61.9,7.4&4.6,>27db
MW5830,MW5830-1,18651,Rosenberger,BA-G6W9W9X65V-00M,0,,,2,48,40W,,,,
MW5830,MW5830-2,18652,Rosenberger,BA-G6W9W9X65V-00M,170,,,2,48,40W,,,,
MW5830,MW5830-3,18653,Rosenberger,BA-G6W9W9X65V-00M,270,,,0,48,40W,,,,
MW5830,MW5830-1,18655,Rosenberger,BA-G6W9W9X65V-00M,0,,,2,48,40W,,,,
MW5830,MW5830-2,18656,Rosenberger,BA-G6W9W9X65V-00M,170,,,2,48,40W,,,,
MW5830,MW5830-3,18657,Rosenberger,BA-G6W9W9X65V-00M,270,,,0,48,40W,,,,
MW5830,MW5830-1,58304,Rosenberger,BA-G6W9W9X65V-00M,0,,,2,48,40W,,,,
MW5830,MW5830-2,58305,Rosenberger,BA-G6W9W9X65V-00M,170,,,2,48,40W,,,,
MW5830,MW5830-3,58306,Rosenberger,BA-G6W9W9X65V-00M,270,,,0,48,40W,,,,
MW0385,MW0385-1,8331,Huawei,ATR451607,100,790-2690MHzÊ,3xDual Polarization,2,28,40W,,60,4.3,28db
MW0385,MW0385-2,8332,Huawei,ATR451607,210,790-2690MHzÊ,3xDual Polarization,3,28,40W,,60,4.3,28db
MW0385,MW0385-3,8333,Huawei,ATR451607,300,790-2690MHzÊ,3xDual Polarization,4,28,40W,,60,4.3,28db
MW0385,MW0385-1,8335,Huawei,ATR451607,100,790-2690MHzÊ,3xDual Polarization,2,28,40W,,60,4.3,28db
MW0385,MW0385-2,8336,Huawei,ATR451607,210,790-2690MHzÊ,3xDual Polarization,3,28,40W,,60,4.3,28db
MW0385,MW0385-3,8337,Huawei,ATR451607,300,790-2690MHzÊ,3xDual Polarization,4,28,40W,,60,4.3,28db
MW0385,MW0385-1,3854,Huawei,ATR451606,100,790-2690MHzÊ,3xDual Polarization,2,28,40W,,60,4.2,>28db
MW0385,MW0385-2,3855,Huawei,ATR451606,210,790-2690MHzÊ,3xDual Polarization,3,28,40W,,60,4.2,>28db
MW0385,MW0385-3,3856,Huawei,ATR451606,300,790-2690MHzÊ,3xDual Polarization,4,28,40W,,60,4.2,>28db
MW0385,MW0385-1,24001,Huawei,ATR451607,100,790-2690MHzÊ,3xDual Polarization,2,28,40W,,60,4.3,28db
MW0385,MW0385-2,24002,Huawei,ATR451607,210,790-2690MHzÊ,3xDual Polarization,3,28,40W,,60,4.3,28db
MW0385,MW0385-3,24003,Huawei,ATR451607,300,790-2690MHzÊ,3xDual Polarization,4,28,40W,,60,4.3,28db
MW6004,MW6004-1,12171,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,2,48,40W,,66.8&61.9,9.2&9.1,>25
MW6004,MW6004-2,12172,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,2,48,40W,,66.8&61.9,9.2&9.1,>25
MW6004,MW6004-3,12173,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,2,48,40W,,66.8&61.9,9.2&9.1,>25
MW6004,MW6004-1,12175,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,2,48,40W,,66.8&61.9,9.2&9.1,>25
MW6004,MW6004-2,12176,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,2,48,40W,,66.8&61.9,9.2&9.1,>25
MW6004,MW6004-3,12177,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,2,48,40W,,66.8&61.9,9.2&9.1,>25
MW6004,MW6004-1,60044,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,2,48,40W,,66.8&61.9,9.2&9.1,>25
MW6004,MW6004-2,60045,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,2,48,40W,,66.8&61.9,9.2&9.1,>25
MW6004,MW6004-3,60046,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,2,48,40W,,66.8&61.9,9.2&9.1,>25
MW0125,MW0125-1,8031,Agisson,A19451801,140,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0125,MW0125-2,8032,Agisson,A19451801,320,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0125,MW0125-3,8033,Kathrein,742266V011.pafx,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,28,40W,,68 ± 1.1 & 60 ± 3.0,,> 26 & > 28
MW0125,MW0125-1,8035,Agisson,A19451801,140,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0125,MW0125-2,8036,Agisson,A19451801,320,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0125,MW0125-3,8037,Kathrein,742266V011.pafx,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,28,40W,,68 ± 1.1 & 60 ± 3.0,,> 26 & > 28
MW0125,MW0125-1,1254,Kathrein,742266,140,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2,> 26 & > 28
MW0125,MW0125-2,1255,Kathrein,742266V011.pafx,320,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,40W,,68 ± 1.1 & 60 ± 3.0,,> 26 & > 28
MW0125,MW0125-3,1256,Kathrein,742266,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,28,40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2,> 26 & > 28
MW0541,MW0541-1,9291,Agisson,A19451801,0,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0541,MW0541-2,9292,Agisson,A19451801,130,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0541,MW0541-3,9293,Agisson,A19451801,230,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0541,MW0541-1,9295,Agisson,A19451801,0,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0541,MW0541-2,9296,Agisson,A19451801,130,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0541,MW0541-3,9297,Agisson,A19451801,230,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0541,MW0541-1,5414,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,60W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2,> 26 & > 28
MW0541,MW0541-2,5415,Kathrein,742266,130,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2,> 26 & > 28
MW0541,MW0541-3,5416,Kathrein,742266,230,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,60W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2,> 26 & > 28
MW5115,MW5115-1,17871,Rosenberger,BA-G6W9W9X65V-00M,40,,,4,42,40W,,,,
MW5115,MW5115-2,17872,Rosenberger,BA-G6W9W9X65V-00M,140,,,4,42,40W,,,,
MW5115,MW5115-3,17873,Rosenberger,BA-G6W9W9X65V-00M,270,,,4,42,40W,,,,
MW5115,MW5115-1,17875,Rosenberger,BA-G6W9W9X65V-00M,40,,,4,42,40W,,,,
MW5115,MW5115-2,17876,Rosenberger,BA-G6W9W9X65V-00M,140,,,4,42,40W,,,,
MW5115,MW5115-3,17877,Rosenberger,BA-G6W9W9X65V-00M,270,,,4,42,40W,,,,
MW5115,MW5115-1,51154,Rosenberger,BA-G6W9W9X65V-00M,40,,,4,42,40W,,,,
MW5115,MW5115-2,51155,Rosenberger,BA-G6W9W9X65V-00M,140,,,4,42,40W,,,,
MW5115,MW5115-3,51156,Rosenberger,BA-G6W9W9X65V-00M,270,,,4,42,40W,,,,
MW0412,MW0412-1,9041,Agisson,A19451801,80,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0412,MW0412-2,9042,Agisson,A19451801,160,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0412,MW0412-3,9043,Agisson,A19451801,320,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0412,MW0412-1,9045,Agisson,A19451801,80,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0412,MW0412-2,9046,Agisson,A19451801,160,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0412,MW0412-3,9047,Agisson,A19451801,320,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0412,MW0412-1,4124,Andrew,DBXLH-6565C-VTM,80,824Ð960MHz&1710Ð2180,Dual Polarization,2,28,60W,,67.2&61.9,7.4&4.6,>27db
MW0412,MW0412-2,4125,Andrew,DBXLH-6565C-VTM,160,824Ð960MHz&1710Ð2180,Dual Polarization,2,28,40W,,67.2&61.9,7.4&4.6,>27db
MW0412,MW0412-3,4126,Andrew,DBXLH-6565C-VTM,320,824Ð960MHz&1710Ð2180,Dual Polarization,2,28,60W,,67.2&61.9,7.4&4.6,>27db
MW0110,MW0110-1,12851,Rosenberger,BA-G6W9W9X65V-00M,0,,,4,56,40W,,,,
MW0110,MW0110-2,12852,Rosenberger,BA-G6W9W9X65V-00M,120,,,3,56,40W,,,,
MW0110,MW0110-3,12853,Rosenberger,BA-G6W9W9X65V-00M,230,,,2,56,40W,,,,
MW0110,MW0110-1,12855,Rosenberger,BA-G6W9W9X65V-00M,0,,,4,56,40W,,,,
MW0110,MW0110-2,12856,Rosenberger,BA-G6W9W9X65V-00M,120,,,3,56,40W,,,,
MW0110,MW0110-3,12857,Rosenberger,BA-G6W9W9X65V-00M,230,,,2,56,40W,,,,
MW0110,MW0110-1,1104,Rosenberger,BA-G6W9W9X65V-00M,0,,,4,56,40W,,,,
MW0110,MW0110-2,1105,Rosenberger,BA-G6W9W9X65V-00M,120,,,3,56,60W,,,,
MW0110,MW0110-3,1106,Rosenberger,BA-G6W9W9X65V-00M,230,,,2,56,40W,,,,
MW0144,MW0144-1,9051,Agisson,A19451801,0,1710-2170MHz,Dual Polarization,2,48,40W,,62,6.2,>30db
MW0144,MW0144-2,9052,Agisson,A19451801,120,1710-2170MHz,Dual Polarization,4,48,40W,,62,6.2,>30db
MW0144,MW0144-3,9053,Rosenberger,S-Wave EW/EW-33-20DV10I-00M,260,,,2,48,40W,,,,
MW0144,MW0144-1,9055,Agisson,A19451801,0,1710-2170MHz,Dual Polarization,2,48,40W,,62,6.2,>30db
MW0144,MW0144-2,9056,Agisson,A19451801,120,1710-2170MHz,Dual Polarization,4,48,40W,,62,6.2,>30db
MW0144,MW0144-3,9057,Rosenberger,S-Wave EW/EW-33-20DV10I-00M,260,,,2,48,40W,,,,
MW0144,MW0144-1,1444,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,80W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2,> 26 & > 28
MW0144,MW0144-2,1445,Kathrein,742266,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,48,80W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2,> 26 & > 28
MW0144,MW0144-3,1446,Kathrein,742266,260,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,80W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2,> 26 & > 28
MW0184,MW0184-1,9061,Agisson,A19451801,20,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0184,MW0184-2,9062,Agisson,A19451801,140,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0184,MW0184-3,9063,Agisson,A19451801,240,1710-2170MHz,Dual Polarization,4,28,40W,,62,6.2,>30db
MW0184,MW0184-1,9065,Agisson,A19451801,20,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0184,MW0184-2,9066,Agisson,A19451801,140,1710-2170MHz,Dual Polarization,2,28,40W,,62,6.2,>30db
MW0184,MW0184-3,9067,Agisson,A19451801,240,1710-2170MHz,Dual Polarization,4,28,40W,,62,6.2,>30db
MW0184,MW0184-1,1844,Kathrein,742266,20,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,80W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2,> 26 & > 28
MW0184,MW0184-2,1845,Kathrein,742266,140,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2,> 26 & > 28
MW0184,MW0184-3,1846,Kathrein,742266,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,28,40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2,> 26 & > 28
MW0538,MW0538-1,9271,Agisson,A19451801,60,1710-2170MHz,Dual Polarization,2,26,40W,,62,6.2,>30db
MW0538,MW0538-2,9272,Agisson,A19451801,150,1710-2170MHz,Dual Polarization,2,26,40W,,62,6.2,>30db
MW0538,MW0538-3,9273,Agisson,A19451801,270,1710-2170MHz,Dual Polarization,2,26,40W,,62,6.2,>30db
MW0538,MW0538-1,9275,Agisson,A19451801,60,1710-2170MHz,Dual Polarization,2,26,40W,,62,6.2,>30db
MW0538,MW0538-2,9276,Agisson,A19451801,150,1710-2170MHz,Dual Polarization,2,26,40W,,62,6.2,>30db
MW0538,MW0538-3,9277,Agisson,A19451801,270,1710-2170MHz,Dual Polarization,2,26,40W,,62,6.2,>30db
MW0538,MW0538-1,5384,Kathrein,742266,60,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,26,40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2,> 26 & > 28
MW0538,MW0538-2,5385,Kathrein,742266,150,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,26,40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2,> 26 & > 28
MW0538,MW0538-3,5386,Kathrein,742266,270,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,26,40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2,> 26 & > 28
MW0238,MW0238-1,13021,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,2,25,40W,,66.8&61.9,9.2&9.1,>25
MW0238,MW0238-2,13022,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,2,25,40W,,66.8&61.9,9.2&9.1,>25
MW0238,MW0238-3,13023,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,2,25,40W,,66.8&61.9,9.2&9.1,>25
MW0238,MW0238-1,13025,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,2,25,40W,,66.8&61.9,9.2&9.1,>25
MW0238,MW0238-2,13026,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,2,25,40W,,66.8&61.9,9.2&9.1,>25
MW0238,MW0238-3,13027,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,2,25,40W,,66.8&61.9,9.2&9.1,>25
MW0238,MW0238-1,2384,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,2,25,40W,,66.8&61.9,9.2&9.1,>25
MW0238,MW0238-2,2385,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,2,25,40W,,66.8&61.9,9.2&9.1,>25
MW0238,MW0238-3,2386,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,2,25,40W,,66.8&61.9,9.2&9.1,>25
MW5716,MW5716-1,18501,Rosenberger,BA-G6W9W9X65V-00M,30,,,3,38,40W,,,,
MW5716,MW5716-2,18502,Rosenberger,BA-G6W9W9X65V-00M,140,,,3,38,40W,,,,
MW5716,MW5716-3,18503,Rosenberger,BA-G6W9W9X65V-00M,340,,,3,38,40W,,,,
MW5716,MW5716-1,18505,Rosenberger,BA-G6W9W9X65V-00M,30,,,3,38,40W,,,,
MW5716,MW5716-2,18506,Rosenberger,BA-G6W9W9X65V-00M,140,,,3,38,40W,,,,
MW5716,MW5716-3,18507,Rosenberger,BA-G6W9W9X65V-00M,340,,,3,38,40W,,,,
MW5716,MW5716-1,57164,Rosenberger,BA-G6W9W9X65V-00M,30,,,3,38,40W,,,,
MW5716,MW5716-2,57165,Rosenberger,BA-G6W9W9X65V-00M,140,,,3,38,40W,,,,
MW5716,MW5716-3,57166,Rosenberger,BA-G6W9W9X65V-00M,340,,,3,38,40W,,,,
MW0616,MW0616-1,10581,Agisson,A19451811,0,1710 - 2200MHz,Dual Polarization,2,48,40W,,60,6.2,>30db
MW0616,MW0616-2,10582,Agisson,A19451811,110,1710 - 2200MHz,Dual Polarization,2,48,40W,,60,6.2,>30db
MW0616,MW0616-3,10583,Agisson,A19451811,210,1710 - 2200MHz,Dual Polarization,2,48,40W,,60,6.2,>30db
MW0616,MW0616-1,10585,Agisson,A19451811,0,1710 - 2200MHz,Dual Polarization,2,48,40W,,60,6.2,>30db
MW0616,MW0616-2,10586,Agisson,A19451811,110,1710 - 2200MHz,Dual Polarization,2,48,40W,,60,6.2,>30db
MW0616,MW0616-3,10587,Agisson,A19451811,210,1710 - 2200MHz,Dual Polarization,2,48,40W,,60,6.2,>30db
MW0616,MW0616-1,6164,Kathrein,739854,0,1710-1990MHz,Dual Polarization,2,48,40W,,65,7,>30db
MW0616,MW0616-2,6165,Kathrein,739854,110,1710-1990MHz,Dual Polarization,2,48,40W,,65,7,>30db
MW0616,MW0616-3,6166,Andrew,TBXLHA-6565DC-VTM,210,824Ð960&1710Ð2180,3xDual Polarization,2,48,60W,,66.8&61.9,9.2&9.1,>25
MW0463,MW0463-1,17421,Rosenberger,BA-G6W9W9X65V-00M,10,,,0,50,40W,,,,
MW0463,MW0463-2,17422,Rosenberger,BA-G6W9W9X65V-00M,140,,,0,50,40W,,,,
MW0463,MW0463-3,17423,Rosenberger,BA-G6W9W9X65V-00M,290,,,0,50,40W,,,,
MW0463,MW0463-1,17425,Rosenberger,BA-G6W9W9X65V-00M,10,,,0,50,40W,,,,
MW0463,MW0463-2,17426,Rosenberger,BA-G6W9W9X65V-00M,140,,,0,50,40W,,,,
MW0463,MW0463-3,17427,Rosenberger,BA-G6W9W9X65V-00M,290,,,0,50,40W,,,,
MW0463,MW0463-1,4634,Rosenberger,BA-G6W9W9X65V-00M,10,,,0,50,40W,,,,
MW0463,MW0463-2,4635,Rosenberger,BA-G6W9W9X65V-00M,140,,,0,50,40W,,,,
MW0463,MW0463-3,4636,Rosenberger,BA-G6W9W9X65V-00M,290,,,0,50,40W,,,,
MW0619,MW0619-1,8851,Agisson,A19451801,0,1710-2170MHz,Dual Polarization,2,38,30W,,62,6.2,>30db
MW0619,MW0619-2,8852,Agisson,A19451801,120,1710-2170MHz,Dual Polarization,2,38,30W,,62,6.2,>30db
MW0619,MW0619-3,8853,Agisson,A19451801,240,1710-2170MHz,Dual Polarization,2,38,30W,,62,6.2,>30db
MW0619,MW0619-1,8855,Agisson,A19451801,0,1710-2170MHz,Dual Polarization,2,38,30W,,62,6.2,>30db
MW0619,MW0619-2,8856,Agisson,A19451801,120,1710-2170MHz,Dual Polarization,2,38,30W,,62,6.2,>30db
MW0619,MW0619-3,8857,Agisson,A19451801,240,1710-2170MHz,Dual Polarization,2,38,30W,,62,6.2,>30db
MW0619,MW0619-1,6194,Andrew,DBXLH-6565C-VTM,0,824Ð960MHz&1710Ð2180,Dual Polarization,2,38,40W,,67.2&61.9,7.4&4.6,>27db
MW0619,MW0619-2,6195,Andrew,DBXLH-6565C-VTM,120,824Ð960MHz&1710Ð2180,Dual Polarization,2,38,40W,,67.2&61.9,7.4&4.6,>27db
MW0619,MW0619-3,6196,Andrew,DBXLH-6565C-VTM,240,824Ð960MHz&1710Ð2180,Dual Polarization,2,38,40W,,67.2&61.9,7.4&4.6,>27db
MW0276,MW0276-1,15041,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,2,25,40W,,66.8&61.9,9.2&9.1,>25
MW0276,MW0276-2,15042,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,2,25,40W,,66.8&61.9,9.2&9.1,>25
MW0276,MW0276-3,15043,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,2,25,40W,,66.8&61.9,9.2&9.1,>25
MW0276,MW0276-1,15045,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,2,25,40W,,66.8&61.9,9.2&9.1,>25
MW0276,MW0276-2,15046,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,2,25,40W,,66.8&61.9,9.2&9.1,>25
MW0276,MW0276-3,15047,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,2,25,40W,,66.8&61.9,9.2&9.1,>25
MW0276,MW0276-1,2764,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,2,25,40W,,66.8&61.9,9.2&9.1,>25
MW0276,MW0276-2,2765,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,2,25,40W,,66.8&61.9,9.2&9.1,>25
MW0276,MW0276-3,2766,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,2,25,40W,,66.8&61.9,9.2&9.1,>25
MW0619,MW0619-1,24151,Agisson,A19451801,0,1710-2170MHz,Dual Polarization,2,38,40W,,62,6.2,>30db
MW0619,MW0619-2,24152,Agisson,A19451801,120,1710-2170MHz,Dual Polarization,2,38,40W,,62,6.2,>30db
MW0619,MW0619-3,24153,Agisson,A19451801,240,1710-2170MHz,Dual Polarization,2,38,40W,,62,6.2,>30db
MW2606,MW2606-1,25061,Kathrein,742266V011.pafx,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,40W,,68 ± 1.1 & 60 ± 3.0,,> 26 & > 28
MW2606,MW2606-2,25062,Kathrein,742266V011.pafx,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,40W,,68 ± 1.1 & 60 ± 3.0,,> 26 & > 28
MW2606,MW2606-3,25063,Kathrein,742266V011.pafx,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,40W,,68 ± 1.1 & 60 ± 3.0,,> 26 & > 28
MW2606,MW2606-1,25065,Kathrein,742266V011.pafx,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,40W,,68 ± 1.1 & 60 ± 3.0,,> 26 & > 28
MW2606,MW2606-2,25066,Kathrein,742266V011.pafx,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,40W,,68 ± 1.1 & 60 ± 3.0,,> 26 & > 28
MW2606,MW2606-3,25067,Kathrein,742266V011.pafx,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,40W,,68 ± 1.1 & 60 ± 3.0,,> 26 & > 28
