Cell ID Num;Alpha Cell ID;*eNodeB ID;*Local Cell ID;Vendor;eNodeB ID;eNodeB Name;Cell Name;eCGI;4T4R Cells / 2T2R Cells;Band;Frequency Band;Bandwidth;EUARFCNDL;PCI;TAC;Longitude;Latitude;Azimuth;E-DownTilt;M-DownTilt;Height
13561;KA1356N1;1356;1;Huawei;KA1356;KA1356-ATC_Nsambya_Road 1800;KA1356-ATC_Nsambya_Road 1800_N1;641-01-1356-01;2T2R;L1800;3;5MHz;1575;83;6803;32.584031;0.3025;120;0;0;23
13562;KA1356O1;1356;2;Huawei;KA1356;KA1356-ATC_Nsambya_Road 1800;KA1356-ATC_Nsambya_Road 1800_O1;641-01-1356-02;2T2R;L1800;3;5MHz;1575;82;6803;32.584031;0.3025;260;0;3;23
13570;KA1357M1;1357;0;Huawei;KA1357;KA1357-ATC_Mabirizi Complex;KA1357-ATC_Mabirizi Complex_M1;641-01-1357-00;2T2R;L1800;3;5MHz;1575;390;2806;32.5779;0.31518;340;0;9;23
13571;KA1357N1;1357;1;Huawei;KA1357;KA1357-ATC_Mabirizi Complex;KA1357-ATC_Mabirizi Complex_N1;641-01-1357-01;2T2R;L1800;3;5MHz;1575;391;2806;32.5779;0.31518;40;0;7;23
13572;KA1357O1;1357;2;Huawei;KA1357;KA1357-ATC_Mabirizi Complex;KA1357-ATC_Mabirizi Complex_O1;641-01-1357-02;2T2R;L1800;3;5MHz;1575;392;2806;32.5779;0.31518;120;0;5;20
13573;KA1357M2;1357;3;Huawei;KA1357;KA1357-ATC_Mabirizi Complex;KA1357-ATC_Mabirizi Complex_M2;641-01-1357-03;2T2R;L2600;7;10MHz;2900;390;2806;32.5779;0.31518;340;0;9;23
13574;KA1357N2;1357;4;Huawei;KA1357;KA1357-ATC_Mabirizi Complex;KA1357-ATC_Mabirizi Complex_N2;641-01-1357-04;2T2R;L2600;7;10MHz;2900;391;2806;32.5779;0.31518;40;0;7;23
13575;KA1357O2;1357;5;Huawei;KA1357;KA1357-ATC_Mabirizi Complex;KA1357-ATC_Mabirizi Complex_O2;641-01-1357-05;2T2R;L2600;7;10MHz;2900;392;2806;32.5779;0.31518;120;0;5;20
13580;KA1358M1;1358;0;Huawei;KA1358;KA1358-ATC_Pride Theatre;KA1358-ATC_Pride Theatre_M1;641-01-1358-00;2T2R;L1800;3;5MHz;1575;456;2806;32.568003;0.313139;80;0;2;9
13581;KA1358N1;1358;1;Huawei;KA1358;KA1358-ATC_Pride Theatre;KA1358-ATC_Pride Theatre_N1;641-01-1358-01;2T2R;L1800;3;5MHz;1575;457;2806;32.568003;0.313139;240;0;2;9
13582;KA1358O1;1358;2;Huawei;KA1358;KA1358-ATC_Pride Theatre;KA1358-ATC_Pride Theatre_O1;641-01-1358-02;2T2R;L1800;3;5MHz;1575;458;2806;32.568003;0.313139;310;0;2;9
13590;KA1359M1;1359;0;Huawei;KA1359;KA1359-ATC_Wabigalo-Warid;KA1359-ATC_Wabigalo-Warid_M1;641-01-1359-00;2T2R;L1800;3;5MHz;1575;271;2805;32.599606;0.314567;80;0;4;25
13591;KA1359N1;1359;1;Huawei;KA1359;KA1359-ATC_Wabigalo-Warid;KA1359-ATC_Wabigalo-Warid_N1;641-01-1359-01;2T2R;L1800;3;5MHz;1575;270;2805;32.599606;0.314567;180;0;2;25
13592;KA1359O1;1359;2;Huawei;KA1359;KA1359-ATC_Wabigalo-Warid;KA1359-ATC_Wabigalo-Warid_O1;641-01-1359-02;2T2R;L1800;3;5MHz;1575;272;2805;32.599606;0.314567;240;0;4;25
13600;KA1360M1;1360;0;Huawei;KA1360;KA1360-ATC_Bugolobi_Switch;KA1360-ATC_Bugolobi_Switch_M1;641-01-1360-00;2T2R;L1800;3;5MHz;1575;43;2805;32.622925;0.318878;20;0;-3;10
13601;KA1360N1;1360;1;Huawei;KA1360;KA1360-ATC_Bugolobi_Switch;KA1360-ATC_Bugolobi_Switch_N1;641-01-1360-01;2T2R;L1800;3;5MHz;1575;42;2805;32.622925;0.318878;80;0;2;10
13602;KA1360O1;1360;2;Huawei;KA1360;KA1360-ATC_Bugolobi_Switch;KA1360-ATC_Bugolobi_Switch_O1;641-01-1360-02;2T2R;L1800;3;5MHz;1575;44;2805;32.622925;0.318878;190;0;2;10
13610;KA1361M1;1361;0;Huawei;KA1361;KA1361-ATC_Nabulagala;KA1361-ATC_Nabulagala_M1;641-01-1361-00;2T2R;L1800;3;5MHz;1575;89;6901;32.557231;0.3212;20;0;5;26
13611;KA1361N1;1361;1;Huawei;KA1361;KA1361-ATC_Nabulagala;KA1361-ATC_Nabulagala_N1;641-01-1361-01;2T2R;L1800;3;5MHz;1575;88;6901;32.557231;0.3212;108;0;2;26
13612;KA1361O1;1361;2;Huawei;KA1361;KA1361-ATC_Nabulagala;KA1361-ATC_Nabulagala_O1;641-01-1361-02;2T2R;L1800;3;5MHz;1575;87;6901;32.557231;0.3212;261;0;2;23
13620;KA1362M1;1362;0;Huawei;KA1362;KA1362-ATC_Namungona;KA1362-ATC_Namungona_M1;641-01-1362-00;2T2R;L1800;3;5MHz;1575;127;6901;32.542339;0.338544;40;0;3;20
13621;KA1362N1;1362;1;Huawei;KA1362;KA1362-ATC_Namungona;KA1362-ATC_Namungona_N1;641-01-1362-01;2T2R;L1800;3;5MHz;1575;126;6901;32.542339;0.338544;140;0;8;20
13622;KA1362O1;1362;2;Huawei;KA1362;KA1362-ATC_Namungona;KA1362-ATC_Namungona_O1;641-01-1362-02;2T2R;L1800;3;5MHz;1575;128;6901;32.542339;0.338544;230;0;4;20
13630;KA1363M1;1363;0;Huawei;KA1363;KA1363-ATC_Nabweru;KA1363-ATC_Nabweru_M1;641-01-1363-00;2T2R;L1800;3;5MHz;1575;280;6902;32.54658;0.3541;20;0;8;30
13631;KA1363N1;1363;1;Huawei;KA1363;KA1363-ATC_Nabweru;KA1363-ATC_Nabweru_N1;641-01-1363-01;2T2R;L1800;3;5MHz;1575;281;6902;32.54658;0.3541;130;0;8;30
13632;KA1363O1;1363;2;Huawei;KA1363;KA1363-ATC_Nabweru;KA1363-ATC_Nabweru_O1;641-01-1363-02;2T2R;L1800;3;5MHz;1575;279;6902;32.54658;0.3541;240;0;5;30
13640;KA1364M1;1364;0;Huawei;KA1364;KA1364-ATC_Bweyogerere RT;KA1364-ATC_Bweyogerere RT_M1;641-01-1364-00;2T2R;L1800;3;5MHz;1575;146;7902;32.667564;0.354597;80;0;0;14
13641;KA1364N1;1364;1;Huawei;KA1364;KA1364-ATC_Bweyogerere RT;KA1364-ATC_Bweyogerere RT_N1;641-01-1364-01;2T2R;L1800;3;5MHz;1575;145;7902;32.667564;0.354597;160;0;2;14
13642;KA1364O1;1364;2;Huawei;KA1364;KA1364-ATC_Bweyogerere RT;KA1364-ATC_Bweyogerere RT_O1;641-01-1364-02;2T2R;L1800;3;5MHz;1575;144;7902;32.667564;0.354597;300;0;2;14
13670;KA1367M1;1367;0;Huawei;KA1367;KA1367-ATC_Komamboga Zone;KA1367-ATC_Komamboga Zone_M1;641-01-1367-00;2T2R;L1800;3;5MHz;1575;352;6902;32.592039;0.382481;20;0;6;34
13671;KA1367N1;1367;1;Huawei;KA1367;KA1367-ATC_Komamboga Zone;KA1367-ATC_Komamboga Zone_N1;641-01-1367-01;2T2R;L1800;3;5MHz;1575;353;6902;32.592039;0.382481;200;0;6;34
13672;KA1367O1;1367;2;Huawei;KA1367;KA1367-ATC_Komamboga Zone;KA1367-ATC_Komamboga Zone_O1;641-01-1367-02;2T2R;L1800;3;5MHz;1575;351;6902;32.592039;0.382481;270;0;7;34
13680;KA1368M1;1368;0;Huawei;KA1368;KA1368-ATC_Senge;KA1368-ATC_Senge_M1;641-01-1368-00;2T2R;L1800;3;5MHz;1575;164;7803;32.511369;0.405869;20;0;0;50
13681;KA1368N1;1368;1;Huawei;KA1368;KA1368-ATC_Senge;KA1368-ATC_Senge_N1;641-01-1368-01;2T2R;L1800;3;5MHz;1575;162;7803;32.511369;0.405869;140;0;2;50
13682;KA1368O1;1368;2;Huawei;KA1368;KA1368-ATC_Senge;KA1368-ATC_Senge_O1;641-01-1368-02;2T2R;L1800;3;5MHz;1575;163;7803;32.511369;0.405869;240;0;2;50
13690;KA1369M1;1369;0;Huawei;KA1369;KA1369-ATC_Nakasuzi;KA1369-ATC_Nakasuzi_M1;641-01-1369-00;2T2R;L1800;3;5MHz;1575;14;6802;32.491433;0.274071;60;0;2;24
13691;KA1369N1;1369;1;Huawei;KA1369;KA1369-ATC_Nakasuzi;KA1369-ATC_Nakasuzi_N1;641-01-1369-01;2T2R;L1800;3;5MHz;1575;13;6802;32.491433;0.274071;140;0;4;24
13692;KA1369O1;1369;2;Huawei;KA1369;KA1369-ATC_Nakasuzi;KA1369-ATC_Nakasuzi_O1;641-01-1369-02;2T2R;L1800;3;5MHz;1575;12;6802;32.491433;0.274071;320;0;0;24
13700;KA1370M1;1370;0;Huawei;KA1370;KA1370-ATC_Steve_Hostel;KA1370-ATC_Steve_Hostel_M1;641-01-1370-00;2T2R;L1800;3;5MHz;1575;416;6902;32.560453;0.366364;340;0;5;18
13701;KA1370N1;1370;1;Huawei;KA1370;KA1370-ATC_Steve_Hostel;KA1370-ATC_Steve_Hostel_N1;641-01-1370-01;2T2R;L1800;3;5MHz;1575;415;6902;32.560453;0.366364;160;0;8;18
13702;KA1370O1;1370;2;Huawei;KA1370;KA1370-ATC_Steve_Hostel;KA1370-ATC_Steve_Hostel_O1;641-01-1370-02;2T2R;L1800;3;5MHz;1575;414;6902;32.560453;0.366364;230;0;6;18
13720;KA1372M1;1372;0;Huawei;KA1372;KA1372-ATC_Bwaise_Central;KA1372-ATC_Bwaise_Central_M1;641-01-1372-00;2T2R;L1800;3;5MHz;1575;26;6902;32.564131;0.353586;0;0;2;20
13721;KA1372N1;1372;1;Huawei;KA1372;KA1372-ATC_Bwaise_Central;KA1372-ATC_Bwaise_Central_N1;641-01-1372-01;2T2R;L1800;3;5MHz;1575;24;6902;32.564131;0.353586;120;0;5;20
13722;KA1372O1;1372;2;Huawei;KA1372;KA1372-ATC_Bwaise_Central;KA1372-ATC_Bwaise_Central_O1;641-01-1372-02;2T2R;L1800;3;5MHz;1575;25;6902;32.564131;0.353586;220;0;3;20
13730;KA1373M1;1373;0;Huawei;KA1373;KA1373-Namasuba Najja;KA1373-Namasuba Najja_M1;641-01-1373-00;2T2R;L1800;3;5MHz;1575;228;6803;32.567629;0.278229;60;0;6;30
13731;KA1373N1;1373;1;Huawei;KA1373;KA1373-Namasuba Najja;KA1373-Namasuba Najja_N1;641-01-1373-01;2T2R;L1800;3;5MHz;1575;229;6803;32.567629;0.278229;180;0;6;30
13732;KA1373O1;1373;2;Huawei;KA1373;KA1373-Namasuba Najja;KA1373-Namasuba Najja_O1;641-01-1373-02;2T2R;L1800;3;5MHz;1575;230;6803;32.567629;0.278229;330;0;4;30
13740;KA1374M1;1374;0;Huawei;KA1374;KA1374-Kisingiri Road;KA1374-Kisingiri Road_M1;641-01-1374-00;2T2R;L1800;3;5MHz;1575;474;2806;32.56659;0.31236;340;0;4;12
13741;KA1374N1;1374;1;Huawei;KA1374;KA1374-Kisingiri Road;KA1374-Kisingiri Road_N1;641-01-1374-01;2T2R;L1800;3;5MHz;1575;476;2806;32.56659;0.31236;130;0;4;12
13742;KA1374O1;1374;2;Huawei;KA1374;KA1374-Kisingiri Road;KA1374-Kisingiri Road_O1;641-01-1374-02;2T2R;L1800;3;5MHz;1575;475;2806;32.56659;0.31236;260;0;4;12
13750;KA1375M1;1375;0;Huawei;KA1375;KA1375-ATC_Carol_House;KA1375-ATC_Carol_House_M1;641-01-1375-00;2T2R;L1800;3;5MHz;1575;463;6901;32.573694;0.325156;340;0;4;18
13751;KA1375N1;1375;1;Huawei;KA1375;KA1375-ATC_Carol_House;KA1375-ATC_Carol_House_N1;641-01-1375-01;2T2R;L1800;3;5MHz;1575;464;6901;32.573694;0.325156;180;0;2;18
13752;KA1375O1;1375;2;Huawei;KA1375;KA1375-ATC_Carol_House;KA1375-ATC_Carol_House_O1;641-01-1375-02;2T2R;L1800;3;5MHz;1575;462;6901;32.573694;0.325156;230;0;2;18
13760;KA1376M1;1376;0;Huawei;KA1376;KA1376-BEN KIWANUKA;KA1376-BEN KIWANUKA_M1;641-01-1376-00;2T2R;L1800;3;5MHz;1575;398;2806;32.575219;0.315782;20;0;3;15
13761;KA1376N1;1376;1;Huawei;KA1376;KA1376-BEN KIWANUKA;KA1376-BEN KIWANUKA_N1;641-01-1376-01;2T2R;L1800;3;5MHz;1575;397;2806;32.575219;0.315782;130;0;3;15
13762;KA1376O1;1376;2;Huawei;KA1376;KA1376-BEN KIWANUKA;KA1376-BEN KIWANUKA_O1;641-01-1376-02;2T2R;L1800;3;5MHz;1575;396;2806;32.575219;0.315782;240;0;3;15
13790;KA1379M1;1379;0;Huawei;KA1379;KA1379-CITY LODGE;KA1379-CITY LODGE_M1;641-01-1379-00;2T2R;L1800;3;5MHz;1575;348;2806;32.580613;0.311111;320;0;2;15
13791;KA1379N1;1379;1;Huawei;KA1379;KA1379-CITY LODGE;KA1379-CITY LODGE_N1;641-01-1379-01;2T2R;L1800;3;5MHz;1575;350;2806;32.580613;0.311111;80;0;6;15
13792;KA1379O1;1379;2;Huawei;KA1379;KA1379-CITY LODGE;KA1379-CITY LODGE_O1;641-01-1379-02;2T2R;L1800;3;5MHz;1575;349;2806;32.580613;0.311111;240;0;4;15
13800;KA1380M1;1380;0;Huawei;KA1380;KA1380-ATC_Crusader;KA1380-ATC_Crusader_M1;641-01-1380-00;2T2R;L1800;3;5MHz;1575;331;2806;32.583411;0.313292;10;0;2;25
13801;KA1380N1;1380;1;Huawei;KA1380;KA1380-ATC_Crusader;KA1380-ATC_Crusader_N1;641-01-1380-01;2T2R;L1800;3;5MHz;1575;330;2806;32.583411;0.313292;130;0;4;25
13802;KA1380O1;1380;2;Huawei;KA1380;KA1380-ATC_Crusader;KA1380-ATC_Crusader_O1;641-01-1380-02;2T2R;L1800;3;5MHz;1575;332;2806;32.583411;0.313292;260;0;3;25
13803;KA1380M2;1380;3;Huawei;KA1380;KA1380-ATC_Crusader;KA1380-ATC_Crusader_M2;641-01-1380-03;4T4R;L2600;7;10MHz;2900;331;2806;32.583411;0.313292;10;0;2;25
13804;KA1380N2;1380;4;Huawei;KA1380;KA1380-ATC_Crusader;KA1380-ATC_Crusader_N2;641-01-1380-04;4T4R;L2600;7;10MHz;2900;330;2806;32.583411;0.313292;130;0;4;25
13805;KA1380O2;1380;5;Huawei;KA1380;KA1380-ATC_Crusader;KA1380-ATC_Crusader_O2;641-01-1380-05;4T4R;L2600;7;10MHz;2900;332;2806;32.583411;0.313292;260;0;3;25
13840;KA1384M1;1384;0;Huawei;KA1384;KA1384-ATC_Nakawa Business Park;KA1384-ATC_Nakawa Business Park_M1;641-01-1384-00;2T2R;L1800;3;5MHz;1575;192;2805;32.6131;0.32818;5;0;2;28
13841;KA1384N1;1384;1;Huawei;KA1384;KA1384-ATC_Nakawa Business Park;KA1384-ATC_Nakawa Business Park_N1;641-01-1384-01;2T2R;L1800;3;5MHz;1575;194;2805;32.6131;0.32818;120;0;5;28
13842;KA1384O1;1384;2;Huawei;KA1384;KA1384-ATC_Nakawa Business Park;KA1384-ATC_Nakawa Business Park_O1;641-01-1384-02;2T2R;L1800;3;5MHz;1575;193;2805;32.6131;0.32818;245;0;5;28
13843;KA1384M2;1384;3;Huawei;KA1384;KA1384-ATC_Nakawa Business Park;KA1384-ATC_Nakawa Business Park_M2;641-01-1384-03;2T2R;L2600;7;10MHz;2900;192;2805;32.6131;0.32818;5;0;2;28
13844;KA1384N2;1384;4;Huawei;KA1384;KA1384-ATC_Nakawa Business Park;KA1384-ATC_Nakawa Business Park_N2;641-01-1384-04;2T2R;L2600;7;10MHz;2900;194;2805;32.6131;0.32818;120;0;5;28
13845;KA1384O2;1384;5;Huawei;KA1384;KA1384-ATC_Nakawa Business Park;KA1384-ATC_Nakawa Business Park_O2;641-01-1384-05;2T2R;L2600;7;10MHz;2900;193;2805;32.6131;0.32818;245;0;5;28
13850;KA1385M1;1385;0;Huawei;KA1385;KA1385-KINAWATAKAB;KA1385-KINAWATAKAB_M1;641-01-1385-00;2T2R;L1800;3;5MHz;1575;132;7902;32.6439;0.3517;335;0;2;33
13851;KA1385N1;1385;1;Huawei;KA1385;KA1385-KINAWATAKAB;KA1385-KINAWATAKAB_N1;641-01-1385-01;2T2R;L1800;3;5MHz;1575;133;7902;32.6439;0.3517;115;0;2;33
13852;KA1385O1;1385;2;Huawei;KA1385;KA1385-KINAWATAKAB;KA1385-KINAWATAKAB_O1;641-01-1385-02;2T2R;L1800;3;5MHz;1575;134;7902;32.6439;0.3517;220;0;8;33
13860;KA1386M1;1386;0;Huawei;KA1386;KA1386-ATC_Kakajjo Zone;KA1386-ATC_Kakajjo Zone_M1;641-01-1386-00;2T2R;L1800;3;5MHz;1575;101;7902;32.667039;0.363597;100;0;0;40
13861;KA1386N1;1386;1;Huawei;KA1386;KA1386-ATC_Kakajjo Zone;KA1386-ATC_Kakajjo Zone_N1;641-01-1386-01;2T2R;L1800;3;5MHz;1575;99;7902;32.667039;0.363597;180;0;6;40
13862;KA1386O1;1386;2;Huawei;KA1386;KA1386-ATC_Kakajjo Zone;KA1386-ATC_Kakajjo Zone_O1;641-01-1386-02;2T2R;L1800;3;5MHz;1575;100;7902;32.667039;0.363597;270;0;7;40
13870;KA1387M1;1387;0;Huawei;KA1387;KA1387-Sudhir Residence;KA1387-Sudhir Residence_M1;641-01-1387-00;1T2R;L1800;3;5MHz;1575;283;6902;32.5891;0.3361;0;0;0;20
13880;KA1388M1;1388;0;Huawei;KA1388;KA1388-ATC_Tula;KA1388-ATC_Tula_M1;641-01-1388-00;2T2R;L1800;3;5MHz;1575;472;6902;32.57235;0.371317;20;0;6;40
13881;KA1388N1;1388;1;Huawei;KA1388;KA1388-ATC_Tula;KA1388-ATC_Tula_N1;641-01-1388-01;2T2R;L1800;3;5MHz;1575;473;6902;32.57235;0.371317;140;0;3;40
13882;KA1388O1;1388;2;Huawei;KA1388;KA1388-ATC_Tula;KA1388-ATC_Tula_O1;641-01-1388-02;2T2R;L1800;3;5MHz;1575;471;6902;32.57235;0.371317;330;0;7;40
13890;KA1389M1;1389;0;Huawei;KA1389;KA1389-ATC_Namanve_Airtel;KA1389-ATC_Namanve_Airtel_M1;641-01-1389-00;2T2R;L1800;3;5MHz;1575;71;7902;32.69014;0.364028;20;0;3;36
13891;KA1389N1;1389;1;Huawei;KA1389;KA1389-ATC_Namanve_Airtel;KA1389-ATC_Namanve_Airtel_N1;641-01-1389-01;2T2R;L1800;3;5MHz;1575;70;7902;32.69014;0.364028;140;0;2;36
13892;KA1389O1;1389;2;Huawei;KA1389;KA1389-ATC_Namanve_Airtel;KA1389-ATC_Namanve_Airtel_O1;641-01-1389-02;2T2R;L1800;3;5MHz;1575;69;7902;32.69014;0.364028;240;0;2;36
13900;KA1390M1;1390;0;Huawei;KA1390;KA1390-ATC_Acacia Avenue;KA1390-ATC_Acacia Avenue_M1;641-01-1390-00;2T2R;L1800;3;5MHz;1575;141;6902;32.586742;0.330106;0;0;1;18
13901;KA1390N1;1390;1;Huawei;KA1390;KA1390-ATC_Acacia Avenue;KA1390-ATC_Acacia Avenue_N1;641-01-1390-01;2T2R;L1800;3;5MHz;1575;143;6902;32.586742;0.330106;140;0;2;18
13902;KA1390O1;1390;2;Huawei;KA1390;KA1390-ATC_Acacia Avenue;KA1390-ATC_Acacia Avenue_O1;641-01-1390-02;2T2R;L1800;3;5MHz;1575;142;6902;32.586742;0.330106;280;0;4;18
13910;KA1391M1;1391;0;Huawei;KA1391;KA1391-LUBIRI SS;KA1391-LUBIRI SS_M1;641-01-1391-00;2T2R;L1800;3;5MHz;1575;123;6901;32.5513;0.3051;60;0;7;38
13911;KA1391N1;1391;1;Huawei;KA1391;KA1391-LUBIRI SS;KA1391-LUBIRI SS_N1;641-01-1391-01;2T2R;L1800;3;5MHz;1575;125;6901;32.5513;0.3051;187;0;7;38
13912;KA1391O1;1391;2;Huawei;KA1391;KA1391-LUBIRI SS;KA1391-LUBIRI SS_O1;641-01-1391-02;2T2R;L1800;3;5MHz;1575;124;6901;32.5513;0.3051;290;0;6;38
13920;KA1392M1;1392;0;Huawei;KA1392;KA1392-ATC_Bukerere;KA1392-ATC_Bukerere_M1;641-01-1392-00;2T2R;L1800;3;5MHz;1575;87;7801;32.71074;0.424003;60;0;3;50
13921;KA1392N1;1392;1;Huawei;KA1392;KA1392-ATC_Bukerere;KA1392-ATC_Bukerere_N1;641-01-1392-01;2T2R;L1800;3;5MHz;1575;88;7801;32.71074;0.424003;240;0;3;50
13922;KA1392O1;1392;2;Huawei;KA1392;KA1392-ATC_Bukerere;KA1392-ATC_Bukerere_O1;641-01-1392-02;2T2R;L1800;3;5MHz;1575;89;7801;32.71074;0.424003;340;0;3;50
13930;KA1393M1;1393;0;Huawei;KA1393;KA1393-ATC_Bulindo;KA1393-ATC_Bulindo_M1;641-01-1393-00;2T2R;L1800;3;5MHz;1575;466;7801;32.6433;0.426061;80;0;4;55
13931;KA1393N1;1393;1;Huawei;KA1393;KA1393-ATC_Bulindo;KA1393-ATC_Bulindo_N1;641-01-1393-01;2T2R;L1800;3;5MHz;1575;467;7801;32.6433;0.426061;180;0;2;55
13932;KA1393O1;1393;2;Huawei;KA1393;KA1393-ATC_Bulindo;KA1393-ATC_Bulindo_O1;641-01-1393-02;2T2R;L1800;3;5MHz;1575;465;7801;32.6433;0.426061;270;0;4;55
13940;KA1394M1;1394;0;Huawei;KA1394;KA1394-ATC_Tuba;KA1394-ATC_Tuba_M1;641-01-1394-00;2T2R;L1800;3;5MHz;1575;362;7801;32.61285;0.380167;30;0;6;55
13941;KA1394N1;1394;1;Huawei;KA1394;KA1394-ATC_Tuba;KA1394-ATC_Tuba_N1;641-01-1394-01;2T2R;L1800;3;5MHz;1575;360;7801;32.61285;0.380167;130;0;4;55
13942;KA1394O1;1394;2;Huawei;KA1394;KA1394-ATC_Tuba;KA1394-ATC_Tuba_O1;641-01-1394-02;2T2R;L1800;3;5MHz;1575;361;7801;32.61285;0.380167;210;0;6;55
13950;KA1395M1;1395;0;Huawei;KA1395;KA1395-ATC_Lubatu;KA1395-ATC_Lubatu_M1;641-01-1395-00;2T2R;L1800;3;5MHz;1575;334;7803;32.55784;0.412786;0;0;2;48
13951;KA1395N1;1395;1;Huawei;KA1395;KA1395-ATC_Lubatu;KA1395-ATC_Lubatu_N1;641-01-1395-01;2T2R;L1800;3;5MHz;1575;333;7803;32.55784;0.412786;120;0;2;48
13952;KA1395O1;1395;2;Huawei;KA1395;KA1395-ATC_Lubatu;KA1395-ATC_Lubatu_O1;641-01-1395-02;2T2R;L1800;3;5MHz;1575;335;7803;32.55784;0.412786;240;0;3;48
14160;KA1416M1;1416;0;Huawei;KA1416;KA1416-ATC_Munaku;KA1416-ATC_Munaku_M1;641-01-1416-00;2T2R;L1800;3;5MHz;1575;90;6901;32.5496;0.326;350;0;2;36
14161;KA1416N1;1416;1;Huawei;KA1416;KA1416-ATC_Munaku;KA1416-ATC_Munaku_N1;641-01-1416-01;2T2R;L1800;3;5MHz;1575;92;6901;32.5496;0.326;120;0;4;36
14162;KA1416O1;1416;2;Huawei;KA1416;KA1416-ATC_Munaku;KA1416-ATC_Munaku_O1;641-01-1416-02;2T2R;L1800;3;5MHz;1575;91;6901;32.5496;0.326;220;0;5;36
14190;KA1419M1;1419;0;Huawei;KA1419;KA1419-Naguru Summit;KA1419-Naguru Summit_M1;641-01-1419-00;2T2R;L1800;3;5MHz;1575;216;2805;32.6053;0.347663;0;0;12;45
14191;KA1419N1;1419;1;Huawei;KA1419;KA1419-Naguru Summit;KA1419-Naguru Summit_N1;641-01-1419-01;2T2R;L1800;3;5MHz;1575;218;2805;32.6053;0.347663;120;0;12;45
14192;KA1419O1;1419;2;Huawei;KA1419;KA1419-Naguru Summit;KA1419-Naguru Summit_O1;641-01-1419-02;2T2R;L1800;3;5MHz;1575;217;2805;32.6053;0.347663;260;0;12;45
14210;KA1421M1;1421;0;Huawei;KA1421;KA1421-ATC_Mulimira;KA1421-ATC_Mulimira_M1;641-01-1421-00;2T2R;L1800;3;5MHz;1575;37;6902;32.590227;0.349777;330;0;5;19
14211;KA1421N1;1421;1;Huawei;KA1421;KA1421-ATC_Mulimira;KA1421-ATC_Mulimira_N1;641-01-1421-01;2T2R;L1800;3;5MHz;1575;38;6902;32.590227;0.349777;110;0;3;19
14212;KA1421O1;1421;2;Huawei;KA1421;KA1421-ATC_Mulimira;KA1421-ATC_Mulimira_O1;641-01-1421-02;2T2R;L1800;3;5MHz;1575;36;6902;32.590227;0.349777;170;0;1;19
14220;KA1422M1;1422;0;Huawei;KA1422;KA1422-ATC_Kawaala2;KA1422-ATC_Kawaala2_M1;641-01-1422-00;2T2R;L1800;3;5MHz;1575;138;6901;32.555732;0.333367;0;0;4;18
14221;KA1422N1;1422;1;Huawei;KA1422;KA1422-ATC_Kawaala2;KA1422-ATC_Kawaala2_N1;641-01-1422-01;2T2R;L1800;3;5MHz;1575;140;6901;32.555732;0.333367;120;0;7;18
14222;KA1422O1;1422;2;Huawei;KA1422;KA1422-ATC_Kawaala2;KA1422-ATC_Kawaala2_O1;641-01-1422-02;2T2R;L1800;3;5MHz;1575;139;6901;32.555732;0.333367;240;0;6;18
14230;KA1423M1;1423;0;Huawei;KA1423;KA1423-ATC_Amka House;KA1423-ATC_Amka House_M1;641-01-1423-00;2T2R;L1800;3;5MHz;1575;485;7903;32.6367;0.3176;0;0;2;20
14231;KA1423N1;1423;1;Huawei;KA1423;KA1423-ATC_Amka House;KA1423-ATC_Amka House_N1;641-01-1423-01;2T2R;L1800;3;5MHz;1575;483;7903;32.6367;0.3176;120;0;0;20
14232;KA1423O1;1423;2;Huawei;KA1423;KA1423-ATC_Amka House;KA1423-ATC_Amka House_O1;641-01-1423-02;2T2R;L1800;3;5MHz;1575;484;7903;32.6367;0.3176;250;0;4;20
14240;KA1424M1;1424;0;Huawei;KA1424;KA1424-ATC_Kinaawa;KA1424-ATC_Kinaawa_M1;641-01-1424-00;2T2R;L1800;3;5MHz;1575;323;6802;32.514627;0.2779;20;0;4;16
14241;KA1424N1;1424;1;Huawei;KA1424;KA1424-ATC_Kinaawa;KA1424-ATC_Kinaawa_N1;641-01-1424-01;2T2R;L1800;3;5MHz;1575;321;6802;32.514627;0.2779;180;0;4;16
14242;KA1424O1;1424;2;Huawei;KA1424;KA1424-ATC_Kinaawa;KA1424-ATC_Kinaawa_O1;641-01-1424-02;2T2R;L1800;3;5MHz;1575;322;6802;32.514627;0.2779;320;0;2;16
14250;KA1425M1;1425;0;Huawei;KA1425;KA1425-ATC_Eliana;KA1425-ATC_Eliana_M1;641-01-1425-00;2T2R;L1800;3;5MHz;1575;244;6802;32.540222;0.29674;40;0;4;20
14251;KA1425N1;1425;1;Huawei;KA1425;KA1425-ATC_Eliana;KA1425-ATC_Eliana_N1;641-01-1425-01;2T2R;L1800;3;5MHz;1575;245;6802;32.540222;0.29674;140;0;6;20
14252;KA1425O1;1425;2;Huawei;KA1425;KA1425-ATC_Eliana;KA1425-ATC_Eliana_O1;641-01-1425-02;2T2R;L1800;3;5MHz;1575;243;6802;32.540222;0.29674;300;0;4;20
14260;KA1426M1;1426;0;Huawei;KA1426;KA1426-ATC_Kasangalabi;KA1426-ATC_Kasangalabi_M1;641-01-1426-00;2T2R;L1800;3;5MHz;1575;27;7902;32.762827;0.369695;20;0;2;28
